Posted_date,Job Title from List,Country,Company,Skill
10-21-2024,IOS developer,Germany,CVS Health,R
12-03-2024,IOS developer,Germany,Indeed,Authorization
12-03-2024,IOS developer,Germany,Indeed,R
12-06-2024,IOS developer,Germany,Infosys,Software Development
12-06-2024,IOS developer,Germany,Infosys,R
11-18-2024,IOS developer,Germany,Nisum,R
12-01-2024,IOS developer,Germany,Everlight Solar,R
11-21-2024,IOS developer,Germany,Infosys,LAN
11-21-2024,IOS developer,Germany,Infosys,R
07-08-2020,IOS developer,Germany,Infosys,LAN
07-08-2020,IOS developer,Germany,Infosys,R
11-19-2024,IOS developer,Germany,Geoforce,R
07-07-2019,IOS developer,Germany,Synthesis Systems,LAN
07-07-2019,IOS developer,Germany,Synthesis Systems,R
10-12-2018,IOS developer,Germany,Crossroads Technologies,R
10-21-2024,IOS developer,Germany,"Contact Government Services, LLC",R
10-09-2024,IOS developer,Germany,"Contact Government Services, LLC",LAN
10-09-2024,IOS developer,Germany,"Contact Government Services, LLC",R
08-30-2024,IOS developer,Germany,"Contact Government Services, LLC",R
10-11-2024,IOS developer,Germany,Adidev Technologies Inc,LAN
10-11-2024,IOS developer,Germany,Adidev Technologies Inc,R
04-20-2023,IOS developer,Germany,Rightnow Ministries International,LAN
04-20-2023,IOS developer,Germany,Rightnow Ministries International,R
12-03-2021,IOS developer,Germany,VYNYL,Software Development
12-03-2021,IOS developer,Germany,VYNYL,R
11-04-2024,IOS developer,Germany,"Standard Motor Products, Inc.",R
11-04-2024,IOS developer,Germany,Indeed,Software Development
11-04-2024,IOS developer,Germany,Indeed,R
12-09-2024,IT project manager,Germany,U.S. Bank,R
10-20-2024,IT project manager,Germany,Fidelity TalentSource,R
11-15-2024,IT project manager,Germany,Inabia Software &amp; Consulting Inc.,R
03-30-2022,IT project manager,Germany,American-IS,LAN
03-30-2022,IT project manager,Germany,American-IS,R
12-02-2024,IT project manager,Germany,Cognizant,R
09-19-2024,IT project manager,Germany,TEK NINJAS,R
10-30-2024,IT project manager,Germany,CEDENT,Software Development
10-30-2024,IT project manager,Germany,CEDENT,R
04-11-2022,IT project manager,Germany,"Bayone Solutions, Inc.",R
12-14-2020,IT project manager,Germany,I-Team,Software Development
12-14-2020,IT project manager,Germany,I-Team,R
11-07-2024,IT project manager,Germany,RisamSoft,Software Development
11-07-2024,IT project manager,Germany,RisamSoft,R
03-20-2020,IT project manager,Germany,Axionent,LAN
03-20-2020,IT project manager,Germany,Axionent,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,LAN
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
02-23-2024,IT project manager,Germany,Photon,LAN
02-23-2024,IT project manager,Germany,Photon,R
12-05-2024,IT project manager,Germany,Tyler Technologies,Software Development
12-05-2024,IT project manager,Germany,Tyler Technologies,R
07-02-2024,IT project manager,Germany,Fidelity TalentSource,LAN
07-02-2024,IT project manager,Germany,Fidelity TalentSource,R
12-06-2024,IT project manager,Germany,Indeed,R
12-06-2024,IT project manager,Germany,American Airlines,Software Development
12-06-2024,IT project manager,Germany,American Airlines,R
10-08-2024,IT project manager,Germany,TEK NINJAS,LAN
10-08-2024,IT project manager,Germany,TEK NINJAS,R
12-03-2024,IT project manager,Germany,Indeed,Software Development
12-03-2024,IT project manager,Germany,Indeed,R
09-12-2024,IT project manager,Germany,Michaels,R
01-09-2023,IT project manager,Germany,CEDENT,Software Development
01-09-2023,IT project manager,Germany,CEDENT,R
05-21-2024,IT project manager,Germany,Photon,LAN
05-21-2024,IT project manager,Germany,Photon,R
11-22-2024,IT project manager,Germany,Vofox Solutions,R
10-21-2024,IT project manager,Germany,CVS Health,Software Development
10-21-2024,IT project manager,Germany,CVS Health,R
12-03-2024,IT project manager,Germany,Indeed,LAN
12-03-2024,IT project manager,Germany,Indeed,R
12-06-2024,IT project manager,Germany,Infosys,Software Development
12-06-2024,IT project manager,Germany,Infosys,R
12-06-2024,IT project manager,Germany,Indeed,Authorization
12-06-2024,IT project manager,Germany,Indeed,R
11-18-2024,IT project manager,Germany,Nisum,R
11-04-2024,IT project manager,Germany,GoodLeap,R
12-01-2024,IT project manager,Germany,Everlight Solar,R
12-06-2024,IT project manager,Germany,Indeed,R
09-12-2024,IT project manager,Germany,Michaels,R
12-06-2024,IT project manager,Germany,American Airlines,Software Development
12-06-2024,IT project manager,Germany,American Airlines,R
11-22-2024,IT project manager,Germany,Vofox Solutions,R
12-03-2024,IT project manager,Germany,Indeed,Software Development
12-03-2024,IT project manager,Germany,Indeed,R
10-08-2024,IT project manager,Germany,TEK NINJAS,LAN
10-08-2024,IT project manager,Germany,TEK NINJAS,R
01-09-2023,IT project manager,Germany,CEDENT,Software Development
01-09-2023,IT project manager,Germany,CEDENT,R
10-21-2024,IT project manager,Germany,CVS Health,Software Development
10-21-2024,IT project manager,Germany,CVS Health,R
11-04-2024,IT project manager,Germany,GoodLeap,R
05-21-2024,IT project manager,Germany,Photon,LAN
05-21-2024,IT project manager,Germany,Photon,R
12-03-2024,IT project manager,Germany,Indeed,LAN
12-03-2024,IT project manager,Germany,Indeed,R
10-10-2024,IT project manager,Germany,NTT Data Services,Software Development
10-10-2024,IT project manager,Germany,NTT Data Services,R
12-06-2024,IT project manager,Germany,Infosys,Software Development
12-06-2024,IT project manager,Germany,Infosys,R
12-06-2024,IT project manager,Germany,Indeed,Authorization
12-06-2024,IT project manager,Germany,Indeed,R
11-18-2024,IT project manager,Germany,Nisum,R
12-01-2024,IT project manager,Germany,Everlight Solar,R
12-03-2024,IT project manager,Germany,Indeed,Authorization
12-03-2024,IT project manager,Germany,Indeed,R
11-07-2024,IT project manager,Germany,Adswizz,LAN
11-07-2024,IT project manager,Germany,Adswizz,R
10-25-2024,IT project manager,Germany,Indeed,Software Development
10-25-2024,IT project manager,Germany,Indeed,R
09-13-2024,IT project manager,Germany,Toyota,Software Development
09-13-2024,IT project manager,Germany,Toyota,R
12-10-2024,IT project manager,Germany,Select Medical,Software Development
12-10-2024,IT project manager,Germany,Select Medical,R
11-08-2024,IT project manager,Germany,Indeed,Authorization
11-08-2024,IT project manager,Germany,Indeed,R
10-17-2024,IT project manager,Germany,Intone networks,Software Development
10-17-2024,IT project manager,Germany,Intone networks,R
09-30-2024,IT project manager,Germany,Capgemini,LAN
09-30-2024,IT project manager,Germany,Capgemini,R
10-28-2024,IT project manager,Germany,Capgemini,LAN
10-28-2024,IT project manager,Germany,Capgemini,R
12-06-2024,IT project manager,Germany,Indeed,R
11-01-2022,IT project manager,Germany,SDH Systems,Software Development
11-01-2022,IT project manager,Germany,SDH Systems,R
10-09-2024,IT project manager,Germany,Zimperium,Software Development
10-09-2024,IT project manager,Germany,Zimperium,R
10-31-2024,IT project manager,Germany,Select Medical,LAN
10-31-2024,IT project manager,Germany,Select Medical,R
11-14-2024,IT project manager,Germany,Indeed,Software Development
11-14-2024,IT project manager,Germany,Indeed,R
05-04-2017,IT project manager,Germany,Sonsoft Inc,LAN
05-04-2017,IT project manager,Germany,Sonsoft Inc,R
12-21-2022,IT project manager,Germany,Nuanza,R
08-01-2024,IT project manager,Germany,TEK NINJAS,Software Development
08-01-2024,IT project manager,Germany,TEK NINJAS,R
12-29-2023,IT project manager,Germany,Adidev Technologies Inc,R
05-03-2017,IT project manager,Germany,Sonsoft Inc,LAN
05-03-2017,IT project manager,Germany,Sonsoft Inc,R
11-07-2024,IT project manager,Germany,Sirius XM,LAN
11-07-2024,IT project manager,Germany,Sirius XM,R
10-08-2024,IT project manager,Germany,Capital One,Software Development
10-08-2024,IT project manager,Germany,Capital One,R
10-16-2024,IT project manager,Germany,Photon,LAN
10-16-2024,IT project manager,Germany,Photon,R
08-23-2022,IT project manager,Germany,CEO Foundry,LAN
08-23-2022,IT project manager,Germany,CEO Foundry,R
07-26-2023,IT project manager,Germany,Five Pack Creative,MAN
07-26-2023,IT project manager,Germany,Five Pack Creative,Project Management
07-26-2023,IT project manager,Germany,Five Pack Creative,R
12-05-2024,IT project manager,Germany,Indeed,Software Development
12-05-2024,IT project manager,Germany,Indeed,R
11-20-2024,IT project manager,Germany,Apollo Technology Solutions LLC,Software Development
11-20-2024,IT project manager,Germany,Apollo Technology Solutions LLC,R
12-04-2024,IT project manager,Germany,Infosys,Software Development
12-04-2024,IT project manager,Germany,Infosys,R
11-25-2024,IT project manager,Germany,PepsiCo,Software Development
11-25-2024,IT project manager,Germany,PepsiCo,R
11-21-2024,IT project manager,Germany,Infosys,LAN
11-21-2024,IT project manager,Germany,Infosys,R
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,R
10-17-2024,IT project manager,Germany,Toyota Tsusho Systems,Software Development
10-17-2024,IT project manager,Germany,Toyota Tsusho Systems,R
09-05-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
09-05-2024,IT project manager,Germany,"Contact Government Services, LLC",R
07-26-2024,IT project manager,Germany,Care.com,LAN
07-26-2024,IT project manager,Germany,Care.com,R
10-18-2024,IT project manager,Germany,Adidev Technologies Inc,R
10-21-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-12-2018,IT project manager,Germany,Crossroads Technologies,R
08-30-2024,IT project manager,Germany,"Contact Government Services, LLC",R
04-17-2019,IT project manager,Germany,Crossroads Technologies,R
11-22-2024,IT project manager,Germany,Adidev Technologies Inc,LAN
11-22-2024,IT project manager,Germany,Adidev Technologies Inc,R
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",R
04-17-2019,IT project manager,Germany,Crossroads Technologies,MAN
04-17-2019,IT project manager,Germany,Crossroads Technologies,Project Management
04-17-2019,IT project manager,Germany,Crossroads Technologies,R
11-22-2024,IT project manager,Germany,Adidev Technologies Inc,R
10-01-2024,IT project manager,Germany,Indeed,Software Development
10-01-2024,IT project manager,Germany,Indeed,R
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,LAN
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,R
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,LAN
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,R
04-20-2023,IT project manager,Germany,Rightnow Ministries International,LAN
04-20-2023,IT project manager,Germany,Rightnow Ministries International,R
12-03-2021,IT project manager,Germany,VYNYL,Software Development
12-03-2021,IT project manager,Germany,VYNYL,R
11-04-2024,IT project manager,Germany,"Standard Motor Products, Inc.",R
11-04-2024,IT project manager,Germany,Indeed,Software Development
11-04-2024,IT project manager,Germany,Indeed,R
12-06-2024,IT project manager,Germany,Indeed,R
12-05-2024,IT project manager,Germany,Tyler Technologies,Software Development
12-05-2024,IT project manager,Germany,Tyler Technologies,R
10-21-2024,IT project manager,Germany,CVS Health,Software Development
10-21-2024,IT project manager,Germany,CVS Health,R
12-03-2024,IT project manager,Germany,Indeed,Authorization
12-03-2024,IT project manager,Germany,Indeed,R
12-06-2024,IT project manager,Germany,Infosys,Software Development
12-06-2024,IT project manager,Germany,Infosys,R
11-18-2024,IT project manager,Germany,Nisum,R
12-01-2024,IT project manager,Germany,Everlight Solar,R
11-21-2024,IT project manager,Germany,Infosys,LAN
11-21-2024,IT project manager,Germany,Infosys,R
07-08-2020,IT project manager,Germany,Infosys,LAN
07-08-2020,IT project manager,Germany,Infosys,R
11-19-2024,IT project manager,Germany,Geoforce,R
07-07-2019,IT project manager,Germany,Synthesis Systems,LAN
07-07-2019,IT project manager,Germany,Synthesis Systems,R
10-12-2018,IT project manager,Germany,Crossroads Technologies,R
10-21-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",R
08-30-2024,IT project manager,Germany,"Contact Government Services, LLC",R
12-06-2024,IT project manager,Germany,Indeed,R
12-05-2024,IT project manager,Germany,Tyler Technologies,Software Development
12-05-2024,IT project manager,Germany,Tyler Technologies,R
10-21-2024,IT project manager,Germany,CVS Health,Software Development
10-21-2024,IT project manager,Germany,CVS Health,R
12-03-2024,IT project manager,Germany,Indeed,Authorization
12-03-2024,IT project manager,Germany,Indeed,R
12-06-2024,IT project manager,Germany,Infosys,Software Development
12-06-2024,IT project manager,Germany,Infosys,R
11-18-2024,IT project manager,Germany,Nisum,R
12-01-2024,IT project manager,Germany,Everlight Solar,R
11-21-2024,IT project manager,Germany,Infosys,LAN
11-21-2024,IT project manager,Germany,Infosys,R
07-08-2020,IT project manager,Germany,Infosys,LAN
07-08-2020,IT project manager,Germany,Infosys,R
11-19-2024,IT project manager,Germany,Geoforce,R
07-07-2019,IT project manager,Germany,Synthesis Systems,LAN
07-07-2019,IT project manager,Germany,Synthesis Systems,R
10-12-2018,IT project manager,Germany,Crossroads Technologies,R
10-21-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",R
08-30-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,LAN
10-11-2024,IT project manager,Germany,Adidev Technologies Inc,R
04-20-2023,IT project manager,Germany,Rightnow Ministries International,LAN
04-20-2023,IT project manager,Germany,Rightnow Ministries International,R
12-03-2021,IT project manager,Germany,VYNYL,Software Development
12-03-2021,IT project manager,Germany,VYNYL,R
11-04-2024,IT project manager,Germany,"Standard Motor Products, Inc.",R
11-04-2024,IT project manager,Germany,Indeed,Software Development
11-04-2024,IT project manager,Germany,Indeed,R
12-09-2024,IT project manager,Germany,iSeatz,Software Development
12-09-2024,IT project manager,Germany,iSeatz,R
08-09-2024,IT project manager,Germany,Smart IMS,R
12-21-2023,IT project manager,Germany,CAST Software Inc.,Software Development
12-21-2023,IT project manager,Germany,CAST Software Inc.,R
10-18-2024,IT project manager,Germany,Minitab,R
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",LAN
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",R
11-22-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",R
11-22-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",R
12-05-2024,IT project manager,Germany,AT&amp;T,R
01-28-2024,IT project manager,Germany,Fults &amp; Associates,Software Development
01-28-2024,IT project manager,Germany,Fults &amp; Associates,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,Gin
11-22-2024,IT project manager,Germany,Inclusion Cloud,Data Engineering
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
08-04-2020,IT project manager,Germany,Lead Liaison,Software Development
08-04-2020,IT project manager,Germany,Lead Liaison,R
06-10-2022,IT project manager,Germany,Palni,R
12-10-2024,IT project manager,Germany,Virtusa,LAN
12-10-2024,IT project manager,Germany,Virtusa,R
05-15-2024,IT project manager,Germany,Photon,R
03-28-2024,IT project manager,Germany,Photon,LAN
03-28-2024,IT project manager,Germany,Photon,R
03-07-2024,IT project manager,Germany,Photon,LAN
03-07-2024,IT project manager,Germany,Photon,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,Analytics
11-22-2024,IT project manager,Germany,Inclusion Cloud,Gin
11-22-2024,IT project manager,Germany,Inclusion Cloud,MAN
11-22-2024,IT project manager,Germany,Inclusion Cloud,Data Management
11-22-2024,IT project manager,Germany,Inclusion Cloud,Data Engineering
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
08-06-2024,IT project manager,Germany,Nuvem,Gin
08-06-2024,IT project manager,Germany,Nuvem,Data Engineering
08-06-2024,IT project manager,Germany,Nuvem,R
11-06-2024,IT project manager,Germany,Citi,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,Software Development
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
11-21-2024,IT project manager,Germany,Accenture,LAN
11-21-2024,IT project manager,Germany,Accenture,R
11-06-2024,IT project manager,Germany,Citi,R
12-03-2024,IT project manager,Germany,T-Mobile,LAN
12-03-2024,IT project manager,Germany,T-Mobile,R
12-03-2024,IT project manager,Germany,CAPCO,R
11-27-2024,IT project manager,Germany,Cognizant,Software Development
11-27-2024,IT project manager,Germany,Cognizant,R
10-18-2024,IT project manager,Germany,Baer Group,Software Development
10-18-2024,IT project manager,Germany,Baer Group,R
09-03-2024,IT project manager,Germany,Hitachi Digital Services,R
02-23-2024,IT project manager,Germany,Photon,LAN
02-23-2024,IT project manager,Germany,Photon,R
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,Gin
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,Data Engineering
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,R
11-27-2024,IT project manager,Germany,Cognizant,Software Development
11-27-2024,IT project manager,Germany,Cognizant,R
12-05-2024,IT project manager,Germany,Accenture,Software Development
12-05-2024,IT project manager,Germany,Accenture,R
04-01-2022,IT project manager,Germany,Pixentia,LAN
04-01-2022,IT project manager,Germany,Pixentia,R
08-29-2024,IT project manager,Germany,Topgolf Callaway Brands Corp.,LAN
08-29-2024,IT project manager,Germany,Topgolf Callaway Brands Corp.,R
10-29-2024,IT project manager,Germany,Wolters Kluwer,Software Development
10-29-2024,IT project manager,Germany,Wolters Kluwer,R
09-17-2024,IT project manager,Germany,"Vizient, Inc.",R
01-10-2024,IT project manager,Germany,Fults &amp; Associates,Software Development
01-10-2024,IT project manager,Germany,Fults &amp; Associates,R
09-03-2024,IT project manager,Germany,Hitachi Digital Services,R
12-03-2024,IT project manager,Germany,T-Mobile,LAN
12-03-2024,IT project manager,Germany,T-Mobile,R
01-10-2024,IT project manager,Germany,Fults &amp; Associates,Software Development
01-10-2024,IT project manager,Germany,Fults &amp; Associates,R
08-29-2024,IT project manager,Germany,Topgolf Callaway Brands Corp.,LAN
08-29-2024,IT project manager,Germany,Topgolf Callaway Brands Corp.,R
10-29-2024,IT project manager,Germany,Wolters Kluwer,Software Development
10-29-2024,IT project manager,Germany,Wolters Kluwer,R
11-06-2024,IT project manager,Germany,Citi,R
11-27-2024,IT project manager,Germany,Cognizant,Software Development
11-27-2024,IT project manager,Germany,Cognizant,R
12-03-2024,IT project manager,Germany,CAPCO,R
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,Gin
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,Data Engineering
06-16-2023,IT project manager,Germany,Energy Transfer Family of Partnerships,R
11-27-2024,IT project manager,Germany,Cognizant,Software Development
11-27-2024,IT project manager,Germany,Cognizant,R
10-18-2024,IT project manager,Germany,Baer Group,Software Development
10-18-2024,IT project manager,Germany,Baer Group,R
04-01-2022,IT project manager,Germany,Pixentia,LAN
04-01-2022,IT project manager,Germany,Pixentia,R
12-05-2024,IT project manager,Germany,Accenture,Software Development
12-05-2024,IT project manager,Germany,Accenture,R
02-23-2024,IT project manager,Germany,Photon,LAN
02-23-2024,IT project manager,Germany,Photon,R
12-06-2024,IT project manager,Germany,Intone networks,LAN
12-06-2024,IT project manager,Germany,Intone networks,R
10-22-2024,IT project manager,Germany,Photon,R
12-10-2024,IT project manager,Germany,zenith services,Software Development
12-10-2024,IT project manager,Germany,zenith services,R
09-17-2024,IT project manager,Germany,"Vizient, Inc.",R
06-25-2024,IT project manager,Germany,Photon,LAN
06-25-2024,IT project manager,Germany,Photon,R
12-05-2024,IT project manager,Germany,Nuvem,LAN
12-05-2024,IT project manager,Germany,Nuvem,R
01-09-2024,IT project manager,Germany,Fidelity TalentSource,LAN
01-09-2024,IT project manager,Germany,Fidelity TalentSource,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,LAN
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
07-21-2020,IT project manager,Germany,Palni,Software Development
07-21-2020,IT project manager,Germany,Palni,R
10-30-2024,IT project manager,Germany,CEDENT,Software Development
10-30-2024,IT project manager,Germany,CEDENT,R
07-09-2024,IT project manager,Germany,"VIZIO, Inc.",Software Development
07-09-2024,IT project manager,Germany,"VIZIO, Inc.",R
12-08-2024,IT project manager,Germany,Fidelity TalentSource,R
11-20-2024,IT project manager,Germany,Digital Realty,ORM
11-20-2024,IT project manager,Germany,Digital Realty,R
09-20-2024,IT project manager,Germany,Gartner,MAN
09-20-2024,IT project manager,Germany,Gartner,R
11-07-2024,IT project manager,Germany,RisamSoft,R
06-12-2023,IT project manager,Germany,EZ4 Technologies,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
07-26-2021,IT project manager,Germany,"Mentalix, Inc.",LAN
07-26-2021,IT project manager,Germany,"Mentalix, Inc.",R
10-31-2024,IT project manager,Germany,JSX,Software Development
10-31-2024,IT project manager,Germany,JSX,R
11-18-2024,IT project manager,Germany,JPMorgan Chase,LAN
11-18-2024,IT project manager,Germany,JPMorgan Chase,R
06-14-2024,IT project manager,Germany,Photon,LAN
06-14-2024,IT project manager,Germany,Photon,R
12-05-2024,IT project manager,Germany,Deloitte,LAN
12-05-2024,IT project manager,Germany,Deloitte,R
12-06-2024,IT project manager,Germany,Liberty Software,LAN
12-06-2024,IT project manager,Germany,Liberty Software,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,LAN
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
12-05-2024,IT project manager,Germany,Deloitte,LAN
12-05-2024,IT project manager,Germany,Deloitte,R
11-05-2024,IT project manager,Germany,KPMG,LAN
11-05-2024,IT project manager,Germany,KPMG,R
11-18-2024,IT project manager,Germany,Cognizant,R
07-31-2023,IT project manager,Germany,Augur IT,LAN
07-31-2023,IT project manager,Germany,Augur IT,R
11-25-2022,IT project manager,Germany,Unigo,LAN
11-25-2022,IT project manager,Germany,Unigo,R
10-03-2024,IT project manager,Germany,Wells Fargo,Software Development
10-03-2024,IT project manager,Germany,Wells Fargo,R
12-03-2024,IT project manager,Germany,Indeed,Software Development
12-03-2024,IT project manager,Germany,Indeed,R
11-18-2024,IT project manager,Germany,Raytheon,R
11-18-2024,IT project manager,Germany,Broadcom,LAN
11-18-2024,IT project manager,Germany,Broadcom,R
06-12-2023,IT project manager,Germany,EZ4 Technologies,R
07-28-2022,IT project manager,Germany,AmplifAI Solutions,R
11-18-2024,IT project manager,Germany,Broadcom,LAN
11-18-2024,IT project manager,Germany,Broadcom,R
11-22-2024,IT project manager,Germany,Inclusion Cloud,R
09-25-2019,IT project manager,Germany,Digital Success,Software Development
09-25-2019,IT project manager,Germany,Digital Success,R
05-21-2024,IT project manager,Germany,Photon,LAN
05-21-2024,IT project manager,Germany,Photon,R
02-23-2021,IT project manager,Germany,CapB InfoteK,Software Development
02-23-2021,IT project manager,Germany,CapB InfoteK,R
09-12-2024,IT project manager,Germany,Photon,LAN
09-12-2024,IT project manager,Germany,Photon,R
12-05-2024,IT project manager,Germany,Indeed,LAN
12-05-2024,IT project manager,Germany,Indeed,R
06-07-2022,IT project manager,Germany,Winsteer Technology,LAN
06-07-2022,IT project manager,Germany,Winsteer Technology,R
11-12-2024,IT project manager,Germany,Palco,R
10-18-2024,IT project manager,Germany,Indeed,Software Development
10-18-2024,IT project manager,Germany,Indeed,R
07-11-2024,IT project manager,Germany,Harness,LAN
07-11-2024,IT project manager,Germany,Harness,R
10-30-2024,IT project manager,Germany,Indeed,Authorization
10-30-2024,IT project manager,Germany,Indeed,R
09-28-2024,IT project manager,Germany,Indeed,Software Development
09-28-2024,IT project manager,Germany,Indeed,R
10-29-2024,IT project manager,Germany,Indeed,LAN
10-29-2024,IT project manager,Germany,Indeed,R
10-11-2024,IT project manager,Germany,Indeed,R
11-16-2023,IT project manager,Germany,"Contact Government Services, LLC",Software Development
11-16-2023,IT project manager,Germany,"Contact Government Services, LLC",R
09-05-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
09-05-2024,IT project manager,Germany,"Contact Government Services, LLC",R
07-23-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
07-23-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
10-09-2024,IT project manager,Germany,"Contact Government Services, LLC",R
08-14-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
08-14-2024,IT project manager,Germany,"Contact Government Services, LLC",R
09-03-2024,IT project manager,Germany,"Contact Government Services, LLC",R
10-25-2024,IT project manager,Germany,"Contact Government Services, LLC",LAN
10-25-2024,IT project manager,Germany,"Contact Government Services, LLC",R
08-30-2024,IT project manager,Germany,iSeatz,R
12-04-2024,IT project manager,Germany,Penn State University,LAN
12-04-2024,IT project manager,Germany,Penn State University,R
03-22-2022,IT project manager,Germany,Penn State University,R
09-25-2024,IT project manager,Germany,Volvo Group,Gin
09-25-2024,IT project manager,Germany,Volvo Group,R
06-17-2024,IT project manager,Germany,Penn State University,Software Development
06-17-2024,IT project manager,Germany,Penn State University,R
11-22-2024,IT project manager,Germany,Altamira Technologies Corp.,R
08-27-2024,IT project manager,Germany,Penn State University,R
11-08-2023,IT project manager,Germany,RTD Embedded Technologies,LAN
11-08-2023,IT project manager,Germany,RTD Embedded Technologies,R
12-13-2022,IT project manager,Germany,Penn State University,LAN
12-13-2022,IT project manager,Germany,Penn State University,R
01-24-2024,IT project manager,Germany,Penn State University,R
10-14-2024,IT project manager,Germany,Penn State University,Gin
10-14-2024,IT project manager,Germany,Penn State University,R
11-07-2024,IT project manager,Germany,Penn State University,R
07-26-2023,IT project manager,Germany,Better Talent Advisors,Go
07-26-2023,IT project manager,Germany,Better Talent Advisors,R
06-13-2024,IT project manager,Germany,Carlisle Companies,R
11-04-2024,IT project manager,Germany,Penn State University,LAN
11-04-2024,IT project manager,Germany,Penn State University,R
01-19-2024,IT project manager,Germany,Penn State University,Gin
01-19-2024,IT project manager,Germany,Penn State University,Data Engineering
01-19-2024,IT project manager,Germany,Penn State University,R
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",LAN
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",R
01-19-2024,IT project manager,Germany,Penn State University,Gin
01-19-2024,IT project manager,Germany,Penn State University,Data Engineering
01-19-2024,IT project manager,Germany,Penn State University,R
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",LAN
11-19-2024,IT project manager,Germany,"Blue Mountain Quality Resources, LLC",R
11-20-2024,IT project manager,Germany,"Vizient, Inc.",LAN
11-20-2024,IT project manager,Germany,"Vizient, Inc.",R
01-15-2024,IT project manager,Germany,Brock Solutions,R
12-03-2024,IT project manager,Germany,Heidelberg Materials,R
09-05-2024,IT project manager,Germany,CoreLogic,R
11-13-2024,IT project manager,Germany,Topaz Labs,Software Development
11-13-2024,IT project manager,Germany,Topaz Labs,R
11-01-2024,IT project manager,Germany,Topaz Labs,Software Development
11-01-2024,IT project manager,Germany,Topaz Labs,R
11-06-2024,IT project manager,Germany,JPMorgan Chase,Software Development
11-06-2024,IT project manager,Germany,JPMorgan Chase,R
11-26-2024,IT project manager,Germany,SHIELD AI,R
10-29-2024,IT project manager,Germany,Vertiv,RDS
10-29-2024,IT project manager,Germany,Vertiv,R
10-30-2024,IT project manager,Germany,NTT Data Services,Analytics
10-30-2024,IT project manager,Germany,NTT Data Services,Gin
10-30-2024,IT project manager,Germany,NTT Data Services,MAN
10-30-2024,IT project manager,Germany,NTT Data Services,Data Management
10-30-2024,IT project manager,Germany,NTT Data Services,Data Engineering
10-30-2024,IT project manager,Germany,NTT Data Services,R
12-02-2024,IT project manager,Germany,McKesson,LAN
12-02-2024,IT project manager,Germany,McKesson,R
12-04-2024,IT project manager,Germany,Lehigh Hanson,R
11-14-2024,IT project manager,Germany,"KoiReader Technologies, Inc.",R
10-29-2024,IT project manager,Germany,Wolters Kluwer,Software Development
10-29-2024,IT project manager,Germany,Wolters Kluwer,R
12-10-2024,IT project manager,Germany,Compile,Software Development
